name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,school_age,8501,4.37,8501,4.37
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,total,15807,4.37,15807,4.37
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,under_5,2679,4.37,2679,4.37
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,women_childbearing,3747,4.37,3747,4.37
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,adults,24567,7.23,9720,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,elderly,1387,7.23,549,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,school_age,14067,7.23,5566,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,total,26156,7.23,10349,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,under_5,4433,7.23,1754,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1200,women_childbearing,6201,7.23,2454,2.86
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,adults,31998,9.42,7431,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,elderly,1806,9.42,419,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,school_age,18322,9.42,4255,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,total,34067,9.42,7911,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,under_5,5774,9.42,1341,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,1800,women_childbearing,8076,9.42,1875,2.19
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,adults,41608,12.25,9610,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,elderly,2349,12.25,543,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,school_age,23825,12.25,5503,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,total,44299,12.25,10232,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,under_5,7509,12.25,1735,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,2400,women_childbearing,10502,12.25,2426,2.83
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,adults,53923,15.88,12315,3.63
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,elderly,3044,15.88,695,3.62
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,school_age,30876,15.88,7051,3.63
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,3000,total,57410,15.88,13111,3.63
